url,final_url,status,type,crawled_url,raw_reference,link_text,head_status,get_status,failure_reason
https://skaleup.it.com/images,https://skaleup.it.com/images,404,IMG,https://skaleup.it.com/solutions/analytics-reporting,/images/,,404,404,"HEAD 404, GET 404"
