url,crawled_url,type,head_status,get_status,head_final_url,get_final_url,head_redirect_chain,get_redirect_chain,head_server,get_server,head_cache_control,get_cache_control,head_cf_cache_status,get_cf_cache_status,head_via,get_via,head_x_cache,get_x_cache,raw_reference,link_text,note
https://skaleup.it.com/about,https://skaleup.it.com/website-development,HREF,404,200,https://skaleup.it.com/about,https://skaleup.it.com/about,404:https://skaleup.it.com/about,200:https://skaleup.it.com/about,Apache,Apache,"no-store, no-cache, must-revalidate","no-store, no-cache, must-revalidate",,,,,,,https://skaleup.it.com/about,About,HEAD returned error while GET succeeded
https://skaleup.it.com/privacy-policy,https://skaleup.it.com/website-development,HREF,404,200,https://skaleup.it.com/privacy-policy,https://skaleup.it.com/privacy-policy,404:https://skaleup.it.com/privacy-policy,200:https://skaleup.it.com/privacy-policy,Apache,Apache,"no-store, no-cache, must-revalidate","no-store, no-cache, must-revalidate",,,,,,,https://skaleup.it.com/privacy-policy,Privacy Policy,HEAD returned error while GET succeeded
https://skaleup.it.com/terms-of-service,https://skaleup.it.com/website-development,HREF,404,200,https://skaleup.it.com/terms-of-service,https://skaleup.it.com/terms-of-service,404:https://skaleup.it.com/terms-of-service,200:https://skaleup.it.com/terms-of-service,Apache,Apache,"no-store, no-cache, must-revalidate","no-store, no-cache, must-revalidate",,,,,,,https://skaleup.it.com/terms-of-service,Terms Of Service,HEAD returned error while GET succeeded
