url,status,type,crawled_url
https://skaleup.it.com/about,404,HREF,https://skaleup.it.com/website-development
https://skaleup.it.com/privacy-policy,404,HREF,https://skaleup.it.com/website-development
https://skaleup.it.com/terms-of-service,404,HREF,https://skaleup.it.com/website-development
https://skaleup.it.com/images,404,IMG,https://skaleup.it.com/solutions/analytics-reporting
